NUMERO_CLIENTE,Recency,Frequency,Monetary
90011392,79,1,28.11
90011399,59,3,911.72
90011451,62,1,269.85
90011482,33,15,6027.31
90011510,60,1,244.9
90011522,39,1,38.82
90011535,73,1,147.98
90011549,34,1,187.54
90011551,47,3,755.7
90011581,53,1,119.69
90011602,32,5,938
90011614,45,2,1337.78
90011625,32,1,159.71
90011633,48,1,612.33
90011647,45,1,594.12
90011651,70,1,196.8
90011675,39,3,441.53
90011679,77,1,202.4
90011682,44,7,2351.75
90011684,77,1,137.65
90011687,32,7,8371.37
90011690,53,1,244.9
90011693,82,1,144.9
90011694,44,1,112.69
90011718,37,1,141
90011760,62,2,381.35
90011761,34,4,11488.46
90011823,70,1,325.99
90011839,74,1,347.4
90011853,32,5,4156.45
90011890,86,1,788.1
90011921,30,1,232.65
90011938,30,3,2277.72
90011949,41,2,555.8
90011952,39,2,900.56
90012029,34,4,3275.47
90012098,45,1,427.73
90012108,34,2,700.1
90012129,76,1,151.9
90012145,30,5,1920.99
90012179,35,1,49.72
90012193,45,1,244.9
90012199,40,1,35.25
90012209,39,5,1032.39
90012230,31,6,997.82
90012233,32,1,105.75
90012234,45,1,153.9
90012260,35,1,140
90012263,47,2,298.82
90012272,30,8,1497.94
90012282,83,1,160.2
90012296,39,1,238.99
90012307,86,1,289.9
90012357,41,3,287.64
90012384,80,1,5830.93
90012437,44,1,346.87
90012438,51,2,499.13
90012461,45,1,444.03
90012473,46,3,407.32
90012475,76,1,35.5
90012495,59,2,218.78
90012500,74,1,277.44
90012502,67,2,1917.03
90012508,35,3,746.7
90012513,49,1,179.9
90012519,32,8,3098.91
90012536,53,2,249.65
90012538,83,2,180.75
90012546,83,1,189.77
90012557,38,4,828.81
90012560,52,1,281.54
90012563,38,4,430.96
90012569,38,1,320.95
90012572,58,2,390.95
90012591,75,1,253.26
90012599,59,3,823.99
90012606,83,1,411.9
90012608,83,1,185.81
90012610,74,1,1167.00
90012632,47,2,2240.74
90012638,60,6,25803.47
90012640,45,4,470.5
90012641,35,4,871.8
90012642,90,1,342.9
90012643,89,1,98.77
90012644,89,1,39.19
90012645,60,5,359.54
90012646,87,1,1215.90
90012649,86,1,109.9
90012652,86,1,205.89
90012653,83,1,151.9
90012655,83,1,109.9
90012657,83,1,39.45
90012658,82,1,24.4
90012659,81,1,174.43
90012660,40,3,270.92
90012661,79,1,208.27
90012662,79,1,93.88
90012663,75,1,27.9
90012664,76,1,66.32
90012665,76,1,550.3
90012667,76,1,76.99
90012668,75,1,735.93
90012671,75,1,360
90012676,35,3,1158.78
90012678,74,1,68.56
90012679,74,1,199.9
90012680,73,1,141.52
90012681,73,1,102.8
90012682,73,1,177.88
90012684,73,1,351.16
90012685,72,1,799.9
90012686,72,1,266.41
90012687,72,1,54.8
90012688,72,1,134.9
90012689,72,1,134.9
90012690,72,1,8.29
90012691,72,1,146.8
90012692,72,1,113.7
90012693,70,1,113.9
90012695,69,1,518.7
90012696,69,1,289.9
90012698,69,1,168.82
90012699,68,1,1111.74
90012700,69,1,62.69
90012702,69,1,179.9
90012703,68,1,212.58
90012704,68,1,185.15
90012705,67,1,153.9
90012706,67,1,134.46
90012707,67,1,120.6
90012710,65,1,178.49
90012711,65,1,119.48
90012712,65,1,557.49
90012713,65,1,2084.80
90012714,64,1,84.9
90012715,62,1,36.9
90012716,62,1,92.9
90012717,40,2,306.9
90012718,62,1,56.49
90012719,61,1,28.97
90012720,60,1,505.89
90012721,60,1,482.7
90012722,60,1,394.8
90012723,59,1,86.89
90012724,58,1,313.4
90012726,56,1,404.7
90012727,53,1,529.95
90012728,55,1,512.29
90012729,54,1,56.24
90012732,52,1,365.98
90012735,51,1,773.67
90012736,51,1,12.9
90012738,47,1,55.79
90012739,45,1,533.05
90012740,45,1,153.9
90012743,44,1,59.13
90012744,44,1,370.25
90012745,44,1,76.7
90012747,44,1,313.07
90012748,38,1,104.5
90012749,41,1,432.8
90012750,40,1,440.66
90012752,40,1,178.6
90012753,40,1,63.99
90012754,38,2,1466.04
90012755,39,1,984.47
90012756,39,1,444.7
90012757,34,1,1288.29
90012760,38,1,131.31
90012764,37,1,189.9
90012765,37,1,213.65
90012767,37,1,97.9
90012768,30,2,134.76
90012770,34,1,1949.88
90012771,34,1,183.95
90012773,33,1,244.9
90012774,33,1,73.99
90012775,32,1,86.96
90012776,32,1,240.9
90012777,32,1,411.9
90012779,30,2,4190.80
90012781,30,1,484.32
110000115,37,1,114.64
110000157,79,1,87.79
110000191,70,1,38.29
110000200,79,1,17.9
110000224,36,2,664.28
110000256,34,2,67.7
110000259,47,3,509.19
110000371,33,2,745.89
110000456,47,1,420.12
110000465,38,1,25.5
110000496,70,1,221.11
110000527,38,4,744.59
110000564,70,1,260.68
110000571,33,1,49.95
110000614,41,1,193.9
110000641,37,1,277.95
110000653,77,2,139.44
110000665,44,1,66.9
110000669,38,2,219.72
110000736,54,1,133.7
110000747,70,1,294.16
110000786,80,1,97.22
110000806,56,2,379.69
110000813,37,2,1047.96
110000814,81,1,310.8
110000869,30,1,99.9
110000984,37,7,2609.10
110001008,86,1,33.16
110001044,87,2,341.05
110001066,63,1,95.28
110001145,74,1,44.89
110001151,34,2,54
110001186,49,2,547.13
110001191,47,4,149.21
110001262,45,5,472.51
110001304,38,3,422.8
110001312,61,1,153.66
110001354,51,4,370.35
110001390,63,1,114.9
110001433,47,1,59.6
110001442,55,2,183.61
110001474,51,2,167.8
110001477,51,2,82.48
110001502,59,1,59.9
110001557,79,1,61.04
110001561,45,2,178.4
110001593,37,3,504.7
110001633,56,1,65
110001679,59,1,142.4
110001685,30,3,169.26
110001755,90,1,30.01
110001794,58,1,153.9
110001806,81,1,144.9
110001856,49,1,30.07
110001869,54,2,459.02
110001871,38,1,299.8
110001921,45,2,60.03
110001938,60,1,259.8
110001962,47,1,314.9
110001987,88,1,321.83
110002010,53,2,199.8
110002032,54,3,393.57
110002035,81,1,229.9
110002081,84,1,40.64
110002085,48,1,120.24
110002093,45,3,241.35
110002097,39,1,145.9
110002100,59,1,109.9
110002117,35,1,43.47
110002122,54,1,64.39
110002144,58,1,168.21
110002154,49,1,60.01
110002156,38,2,527.4
110002182,89,1,70.44
110002185,44,1,199.69
110002186,35,6,300.46
110002190,37,1,189.9
110002219,58,1,65.09
110002236,48,2,75.88
110002238,58,2,251.96
110002249,41,2,375.8
110002250,84,2,50.83
110002281,30,6,198.72
110002286,90,1,26.9
110002294,65,2,183.57
110002304,51,1,166.9
110002311,37,1,66.9
110002331,39,1,249.8
110002355,59,1,44.9
110002358,37,1,178.04
110002361,33,2,86.7
110002369,51,1,129.9
110002372,88,1,57.79
110002374,87,2,105.76
110002376,86,1,60.01
110002377,84,1,248.89
110002378,79,1,172.9
110002379,76,1,149.9
110002380,74,1,116.23
110002381,39,2,166.8
110002382,72,1,251.64
110002383,72,1,144.9
110002384,68,1,23.9
110002385,68,1,179.87
110002386,63,1,329.9
110002387,38,2,316.03
110002388,62,1,123.4
110002389,61,1,182.9
110002390,59,1,527.56
110002391,56,1,131.31
110002392,54,1,9.29
110002393,49,1,62.9
110002395,48,1,40.59
110002398,45,1,23.54
110002400,41,1,39.9
110002401,40,1,219.8
110002402,39,1,67.99
110002411,37,1,89.99
110002412,37,1,61.39
110002414,34,1,99.78
110002417,32,1,84.9
110002418,31,1,263.14
